,Baetis fuscatus,Limnodrilus gotoi,Hydropsyche kozhantschikovi,Teloganopsis punctisetae,Ephemera orientalis,pH,Conductivity,DO,BOD,COD,SS,TN,TP
observation1138,0,1,0,0,0,8,218.5,9.4,1.2,3.65,7.4,2.4385,0.02
observation1139,0,0,0,0,0,7.5,228,10,1.35,2.25,8.05,3.312,0.056
observation1140,1,0,1,1,0,8.25,260,10.65,1.5,3.35,3.15,2.9225,0.0275
observation1141,0,0,0,0,0,7.85,214,10.45,4.1,4.2,5.6,3.1625,0.066
observation1142,1,1,0,1,0,7.95,205.5,10.9,0.9,3.25,3.5,3.426,0.0405
observation1143,1,1,1,0,0,8.5,280.5,12.7,1.4,2.7,1.6,3.8485,0.034
observation1144,1,0,1,1,0,8.05,258,11.7,2.75,2.6,1.55,4.1685,0.028
observation1145,0,1,1,0,1,8.8,241.5,13.4,1.6,4.3,6.3,2.9385,0.04
observation1146,1,1,0,0,0,8.4,268.5,11.6,0.75,2.5,3.75,3.549,0.0595
observation1147,1,0,0,0,0,8.25,231.5,10.6,1.95,4.5,8.05,2.992,0.0535
observation1148,1,0,0,0,0,8.2,226.5,10.7,1.45,3.4,6,3.7385,0.067
observation1149,1,0,0,0,0,8.1,217.5,11.8,1.7,4.75,2.9,4.397,0.051
observation1150,1,0,0,0,0,8.35,301.5,9.35,1.4,4.6,4.2,3.489,0.0545
observation1151,0,0,0,0,0,8.1,164.5,11.6,2.3,3.45,5.05,4.1195,0.059
observation1152,0,0,0,0,0,8.2,238,10.55,0.6,3,5.15,6.082,0.056
observation1153,0,0,0,0,0,8.15,248.5,9.65,2.05,3.45,9.05,5.684,0.033
observation1154,0,0,0,0,0,8.3,127.5,9.15,3.65,5.25,7.85,3.4635,0.039
observation1155,0,0,0,0,0,7.9,226.5,10.7,3.2,4.9,11.6,3.822,0.069
observation1156,0,0,0,0,0,7.65,161.5,10.75,2.75,4.15,12.75,3.149,0.0635
observation1157,0,0,0,0,0,7.7,162,10.65,4.15,5.8,11,2.7395,0.025
observation1158,0,0,0,0,0,8.4,167,9.85,3.4,5.05,7.7,2.756,0.0195
observation1159,0,0,0,0,0,7.65,251.5,10.25,1.6,6.4,8.05,2.8365,0.0345
observation1160,0,0,0,0,0,8.65,159.5,11.65,4.55,4.55,10.65,2.5135,0.0285
observation1161,0,0,0,0,0,7.8,203,8.85,2.15,4.05,16.5,3.235,0.073
observation1162,0,0,0,0,0,8.55,209,10.95,2.35,3.15,4.9,3.184,0.0265
observation1163,0,1,0,0,0,8.25,195,10.3,3,5.15,4.9,2.484,0.0365
observation1164,0,1,0,0,0,8.4,164.5,11.25,1.95,4.1,7.9,2.487,0.04
observation1165,0,0,0,0,0,8.3375,119.625,12.5875,1.45,2.6625,4.3,2.14,0.01475
observation1166,1,0,1,1,1,7.757142857,97.85714286,10.05714286,1.485714286,2.8,3.257142857,1.805,0.015857143
observation1167,0,0,0,0,0,7.95,105.25,11.5375,1.15,3.775,1.6875,1.662,0.017125
observation1168,0,0,0,0,1,7.933333333,97.33333333,10.16666667,1.1,3.083333333,3.1,1.843166667,0.012166667
observation1169,1,0,1,0,0,8.366666667,98.55555556,11.91111111,1.255555556,3.433333333,4.933333333,1.369222222,0.012555556
observation1170,1,0,0,0,1,8,101.125,9.2375,1.8625,3.625,4.3625,2.08175,0.01675
observation1171,0,1,0,0,1,8.255555556,109.1111111,12,1.411111111,3.033333333,3.255555556,1.372666667,0.012444444
observation1172,0,1,0,0,1,8.366666667,97.22222222,9.666666667,0.7,2.622222222,3.622222222,1.266555556,0.017444444
observation1173,0,1,0,0,0,8.1375,127.5,11.5625,1.75,3.45,2.85,1.353125,0.016375
observation1174,0,1,0,0,0,8.171428571,80.57142857,9.757142857,1.185714286,3.528571429,11.47142857,1.342285714,0.025714286
observation1175,0,1,0,0,0,8.088888889,93.11111111,11.67777778,1.477777778,3.144444444,3.122222222,1.461666667,0.012555556
observation1176,0,1,0,0,0,8.6125,146.25,9.4,1.0375,3.4,3.925,1.346625,0.009875
observation1177,0,0,0,0,0,8.05,83,15,1.1,3,1.55,2.099,0.0305
observation1178,0,0,1,1,0,7.05,164,10.75,0.45,2.6,1.7,8.384,0.025
observation1179,0,0,1,0,0,8.05,76.5,12.25,0.6,2.95,1.65,1.901,0.0535
observation1180,1,0,0,0,0,8.3,89.5,9.95,0.85,3.75,1.25,2.3465,0.0245
observation1181,1,0,0,0,0,8,84,15.3,0.75,2.65,2.85,1.9505,0.018
observation1182,1,0,1,0,0,7.7,91,10.15,0.7,2.35,5.4,2.4615,0.019
observation1183,0,0,0,0,0,7.6,71.5,11.8,1,2.85,3.45,1.6445,0.0135
observation1184,1,0,1,1,0,7.85,96.5,8.6,1.7,2.75,3.75,1.844,0.0085
observation1185,1,1,1,0,0,8.05,97.5,8.85,1.6,3.3,2.2,1.9085,0.01
observation1186,0,0,0,0,0,8.25,106,7.95,1.4,4.2,4.15,1.845,0.0215
observation1187,0,0,0,0,0,8.1,137.5,12.35,0.75,1.8,3.65,2.6985,0.017
observation1188,0,0,1,0,0,7.65,92.5,9.75,1,2.75,2.95,1.853,0.0135
observation1189,0,1,0,0,0,8,105,12.3,0.85,2.45,1.55,1.9015,0.009
observation1190,0,0,0,0,1,7.65,135.5,8.75,0.4,2.7,1.45,2.645,0.018
observation1191,0,0,0,0,0,7.45,57.5,11.25,0.95,1.3,1.2,2.5065,0.024
observation1192,0,0,0,0,0,7.6,57.5,9.65,0.35,1.3,1.6,2.2165,0.014
observation1193,0,0,0,1,0,7.8,54,10.05,0.1,1.85,4.4,2.142,0.016
observation1194,1,0,0,0,0,7.65,39,11,0.15,1.7,1,1.3395,0.0105
observation1195,0,0,0,1,0,7.75,46,10.6,0.8,1.45,0.6,1.7285,0.0105
observation1196,1,0,0,1,0,7.2,55,9.8,0.2,1.45,0.3,1.914,0.0145
observation1197,0,0,0,1,0,7.45,78.5,11.6,1.05,1.05,3.4,2.763,0.0055
observation1198,1,0,1,1,0,7,73.5,10.2,0.55,1.6,0.3,2.2065,0.014
observation1199,1,0,0,1,0,6.65,68,10.4,0.8,1.25,0.6,2.815,0.021
observation1200,0,0,1,1,0,7.5,58,11.2,0.4,1.6,0.6,1.6695,0.022
observation1201,1,0,0,1,0,7.25,98.5,11.25,0.4,1.85,0.6,1.628,0.018
observation1202,1,0,0,1,0,6.7,71.5,11.45,0.25,1.9,0.4,1.3265,0.01
observation1203,1,0,0,1,0,7.55,61,10.55,0.45,1.45,0.4,1.233,0.036
observation1204,1,0,1,1,0,7.55,65,9.5,0.65,1.8,0.6,1.304,0.013
observation1205,0,1,0,0,0,7.65,72.5,10.65,1.05,1.5,3.8,2.711,0.0245
observation1206,1,0,0,1,0,7.55,86.5,9.25,0.45,1.45,2,2.0635,0.0105
observation1207,0,0,0,0,0,7.9,49.5,9.65,0.3,3,2.2,2.396,0.0145
observation1208,1,0,0,1,0,7.55,57.5,10.15,0.25,2.15,0.8,1.585,0.013
observation1209,0,0,0,1,0,7.75,58.5,10.55,0.85,1.6,2,1.8805,0.0075
observation1210,1,0,0,1,0,7.25,77,9.55,0.5,1.55,0.4,1.895,0.0055
observation1211,0,0,1,1,1,7.2,81,10.75,0.8,1.25,1.9,2.67,0.0035
observation1212,1,0,1,1,0,6.8,91.5,9.6,0.95,1.55,0.5,2.32,0.012
observation1213,1,0,0,1,0,6.85,98.5,10.3,1,1.6,1.4,2.8985,0.02
observation1214,1,0,1,1,0,7.35,102.5,10.5,0.5,1.7,0.9,1.7715,0.0205
observation1215,1,0,0,1,0,7.25,119,11.15,0.65,2.1,2,2.4935,0.0145
observation1216,1,0,1,1,1,6.55,86,11.8,0.75,2.05,0.4,1.369,0.007
observation1217,1,0,1,1,0,7.4,89.5,10.3,0.95,1.7,1.4,3.615,0.027
observation1218,1,0,1,1,0,7.45,119.5,8.85,0.55,2,0.8,2.244,0.017
observation1219,0,0,1,1,0,8.55,87.125,11.9875,0.7875,2.4625,2.3,2.96075,0.01775
observation1220,1,0,0,1,0,8.171428571,106,10.62857143,1.1,2.371428571,2.457142857,1.731428571,0.017142857
observation1221,1,0,1,1,1,8.3,90.42857143,10.92857143,1.014285714,2.671428571,5.471428571,3.495285714,0.024
observation1222,0,0,0,0,0,8.1375,72,10.55,0.4375,3.0625,1.85,1.965125,0.020125
observation1223,1,0,0,1,0,7.8375,70.125,10.8375,0.725,2.45,3.1375,1.93325,0.01625
observation1224,1,0,1,1,1,8.314285714,87,10.94285714,0.485714286,2.214285714,1.385714286,1.787571429,0.010857143
observation1225,0,0,1,1,0,8.7,98.66666667,10.72222222,1.211111111,3.011111111,4.411111111,2.590777778,0.019777778
observation1226,1,0,1,1,1,8.3,108,10.64285714,0.842857143,2.3,2.271428571,2.051571429,0.011
observation1227,1,0,1,1,1,8.088888889,102.5555556,11.54444444,0.911111111,2.544444444,3.466666667,2.923,0.013444444
observation1228,1,0,1,1,1,8.428571429,152,10.62857143,0.7,2.414285714,2.114285714,1.147,0.010857143
observation1229,0,1,1,1,0,8.1,85.75,10.9875,0.7,2.575,4.975,2.282875,0.0165
observation1230,0,1,0,0,1,7.814285714,110.2857143,9.528571429,0.771428571,2.385714286,1.857142857,1.146857143,0.010714286
observation1231,1,1,1,1,1,8.0625,105.875,11.5375,0.8375,2.7,3.2875,1.554875,0.0165
observation1232,1,1,1,1,1,8.025,113.5,10.8125,0.675,2.3,1.55,1.668375,0.01175
observation1233,0,0,1,0,0,8.2,102,12.2,0.4,1.9,2.5,3.502,0.022
observation1234,0,0,1,0,0,7.75,116.5,10.6,0.35,1.35,0.8,2.7535,0.029
observation1235,0,0,1,1,0,7.6,195,10.25,1.95,2.9,2.4,6.3715,0.1275
observation1236,0,0,1,0,0,7.3,94.5,10.55,0.75,3.15,1.35,2.2,0.012
observation1237,0,0,1,0,0,7.95,93.5,12.2,0.7,2.1,1.85,1.9775,0.0145
observation1238,1,0,1,1,0,7.45,98,8.85,0.55,1.4,2.6,1.652,0.008
observation1239,1,0,1,1,0,7.35,120,10.95,0.8,1.8,17.4,2.485,0.0185
observation1240,1,0,1,1,0,7.35,141.5,10.1,0.9,1.05,1.45,2.458,0.0075
observation1241,1,0,1,1,1,7.2,129,9.25,1.2,1.9,1.5,2.808,0.013
observation1242,1,0,1,1,0,7.55,166,8.95,0.9,1.6,1.4,2.015,0.011
observation1243,1,0,1,1,0,7.5,123.5,12.15,0.75,1.35,2.8,2.41,0.0095
observation1244,1,0,1,1,1,7.55,136,9.9,0.75,1.35,0.9,1.5085,0.007
observation1245,1,0,0,0,0,7.2,136,9.5,0.4,1.45,0.3,2.689,0.008
observation1246,0,1,0,0,0,8.4,130,11.9,0.85,2.4,2.95,3.8625,0.0175
observation1247,0,0,1,0,0,7.85,120.5,10.85,0.3,9.85,1.8,3.3695,0.013
observation1248,0,0,0,0,0,8.3,127,9.6,0.8,2.6,1.95,4.687,0.035
observation1249,1,0,0,1,0,8.5,125,12.3,0.95,2.7,3.7,3.177,0.0305
observation1250,0,0,0,0,0,7.7,112,11.5,0.55,2.6,3.5,2.497,0.0115
observation1251,0,0,0,0,1,7.4,180,8.95,1.55,1.85,1.85,2.769,0.0295
observation1252,0,0,0,0,0,7.8,111.5,11,1.85,2.25,9.45,2.307,0.0185
observation1253,1,0,1,0,0,7.45,120.5,10.8,1,1.65,3.1,2.7635,0.0105
observation1254,1,0,0,0,0,7.55,161,9.45,1.3,1.7,2.9,2.5695,0.016
observation1255,0,1,0,0,0,7.95,186.5,9.95,0.9,1.75,0.4,2.7145,0.02
observation1256,1,0,0,0,1,7.85,155.5,10.55,0.85,2.15,1.3,3.612,0.012
observation1257,0,0,1,1,0,7.4,225,8.6,1.15,2.2,4.1,3.015,0.02
observation1258,1,0,0,0,0,8.15,145.5,10.2,0.95,2.25,2.7,2.849,0.009
observation1259,0,0,0,1,0,7.9,158,9.3,0.65,1.65,0.4,2.6295,0.0115
observation1260,0,0,1,1,0,8.3,156.5,11.4,1.2,3.05,0.85,4.381,0.0195
observation1261,1,0,1,1,0,8.35,150,8.1,0.5,2.25,0.95,3.4525,0.0235
observation1262,1,0,1,1,0,8.5,146,8.5,0.85,3.3,3.2,4.9555,0.0375
observation1263,1,0,1,0,0,8.6,128,12.1,1.95,3.1,1.8,3.332,0.0315
observation1264,1,0,1,1,0,7.9,127.5,11.25,0.8,2.85,3.4,2.7045,0.0105
observation1265,1,0,1,1,0,7.95,138.5,8.8,1.65,1.8,2.7,2.0975,0.0115
observation1266,1,0,1,1,0,8.5,155,10.25,2,3.1,8.3,2.4745,0.016
observation1267,1,0,1,1,0,8.1,140.5,9.6,1.15,2.2,3.3,2.633,0.012
observation1268,0,0,1,1,0,7.9,195,8.45,1.65,2.55,4.6,3.1085,0.012
observation1269,1,0,1,1,0,7.7,222,8.65,1.3,1.65,1.6,2.6885,0.0205
observation1270,1,0,1,1,0,7.8,190.5,10.25,1.15,2.6,2.1,3.8975,0.013
observation1271,1,0,1,1,0,7.8,182,8.55,0.85,1.9,2.2,1.5805,0.009
observation1272,1,0,1,1,0,7.75,172.5,9.75,1.15,2.35,1.5,2.4655,0.0075
observation1273,1,1,1,1,1,8.1,176.5,9.5,0.7,2.1,0.3,2.5445,0.012
observation1274,1,0,0,0,0,8.2625,237.875,10.55,0.6375,2.2625,1.95,3.290625,0.025875
observation1275,1,0,1,0,0,7.8,261.2857143,9.657142857,0.457142857,2.128571429,1.114285714,2.353285714,0.029857143
observation1276,0,1,0,0,0,7.15,90.5,12.8,1,1.5,0.8,3.2445,0.042
observation1277,0,0,1,1,0,7.7,97,10.3,0.5,1.65,1.6,2.354,0.0245
observation1278,0,0,1,1,0,8.05,117.5,9.95,0.5,2.15,3.8,2.9765,0.018
observation1279,1,0,1,1,0,7.7,69,10.8,0.15,1.9,0.8,1.9,0.025
observation1280,0,0,1,1,0,7.85,70.5,10.85,0.75,2.6,2,2.225,0.022
observation1281,1,0,0,1,1,7.3,95,10.55,0.35,1.2,0.6,2.15,0.008
observation1282,1,0,1,1,0,7.95,91,11.1,1.05,1.75,2.3,3.2675,0.004
observation1283,0,0,0,0,0,7.25,121.5,10.25,1,1.85,1.3,2.9335,0.06
observation1284,1,0,1,1,0,7.4,107,11.95,1.65,2.3,0.6,3.5845,0.034
observation1285,1,1,0,1,0,7.55,107,12.3,1.3,1.6,0.6,2.114,0.0335
observation1286,1,1,0,1,0,7.9,123.5,11.8,0.85,2.9,2,2.819,0.014
observation1287,1,1,1,1,0,6.95,121.5,11.45,0.75,2.7,1.6,2.699,0.026
observation1288,1,0,1,1,1,7.25,142,11.9,1.35,2.5,1.8,4.2515,0.1715
observation1289,1,0,1,1,0,7.6,130,9.45,0.7,2.5,1.6,2.58,0.048
observation1290,0,0,1,1,0,7.4,149.5,11.1,1.5,2.55,1.4,3.8925,0.067
observation1291,0,1,0,1,0,7.5,172.5,9.7,0.5,2.1,3.4,3.0665,0.0115
observation1292,1,0,1,1,0,8.1,67,9.75,0.45,2.25,2.2,3.054,0.0205
observation1293,1,0,0,1,1,7.55,113.5,9.8,0.15,1.8,1,2.6225,0.0125
observation1294,0,0,1,1,0,7.8,135.5,10.7,1,1.9,3.4,2.7535,0.02
observation1295,1,0,1,1,1,7.3,166,9.85,0.35,1.9,1.1,2.732,0.0135
observation1296,0,0,1,0,0,7.5,172,11.65,1.5,2.6,5.8,3.1,0.014
observation1297,1,1,1,1,1,6.95,163,8.45,2,2.6,3.1,2.9035,0.1255
observation1298,0,1,0,0,1,6.8,169,10.4,2.1,3.35,3.2,3.2815,0.024
observation1299,0,1,0,1,1,7.4,178,11,3.7,3.25,3.9,2.483,0.0305
observation1300,1,1,0,0,0,8.05,186,11.35,1.25,3,3.8,3.4765,0.0115
observation1301,1,0,0,1,1,6.95,168.5,10.3,0.85,2.8,1.6,3.009,0.132
observation1302,0,1,0,0,0,7.3,186.5,10.4,1.6,4.35,4.8,2.919,0.087
observation1303,1,1,0,0,0,7.3,192,9.15,0.75,2.85,2.6,2.916,0.03
observation1304,0,1,0,1,1,8.6875,149.375,11.875,1.2875,3.15,4.1375,3.644625,0.02375
observation1305,0,0,0,1,0,8,158,10.02857143,1,2.971428571,3.1,2.420857143,0.024571429
observation1306,0,1,1,1,1,8.214285714,137.5714286,10.6,1.257142857,3.114285714,4.814285714,3.848428571,0.027285714
observation1307,1,0,1,1,0,8.2875,116.25,10.55,0.5625,2.7625,2.9,2.59175,0.027875
observation1308,0,1,1,1,1,7.825,118.75,10.8375,1.0375,3.025,4.975,2.407625,0.027125
observation1309,1,0,1,1,0,8.242857143,145.1428571,11.05714286,0.628571429,2.528571429,2.6,2.360857143,0.017714286
observation1310,0,0,0,1,1,8.855555556,172.5555556,10.6,2.044444444,4.222222222,7.388888889,2.053444444,0.031444444
observation1311,1,0,1,1,0,8.314285714,165.4285714,10.47142857,0.985714286,2.9,3.228571429,2.572571429,0.018285714
observation1312,1,1,0,1,0,8.233333333,170.2222222,11.68888889,1.177777778,3.144444444,5.466666667,2.828,0.020666667
observation1313,0,0,0,1,1,8.742857143,222.7142857,10.58571429,0.757142857,2.957142857,2.514285714,1.303571429,0.015285714
observation1314,1,0,0,0,0,8.35,151.75,10.8875,1.125,3.1375,9.625,3.013875,0.036375
observation1315,1,0,0,1,1,8.014285714,189.1428571,9.642857143,1,2.7,3.7,1.710714286,0.024714286
observation1316,0,1,1,1,1,8.2625,184.875,11.9125,1.3375,3.55,5.3875,1.88725,0.0255
observation1317,0,1,0,0,0,8.1125,184.625,11.3625,0.725,2.6,2.15,2.298,0.021125
observation1318,1,0,1,1,0,8.1,166.75,11.225,0.5625,2.5,2.425,3.519375,0.02375
observation1319,1,0,1,1,0,8.242857143,165.7142857,11.2,0.514285714,2.328571429,1.185714286,2.920857143,0.017428571
observation1320,1,0,1,1,0,8.133333333,136.7777778,10.94444444,0.533333333,2.555555556,7.255555556,3.204444444,0.038888889
observation1321,1,1,1,1,1,8.566666667,167.5,10.08333333,0.5,2.216666667,2.95,2.577666667,0.025666667
observation1322,1,0,1,1,0,8.3,85.5,10.125,1.15,2.6375,1.575,1.808,0.0265
observation1323,1,1,0,0,0,8.471428571,89,9.457142857,0.714285714,2.557142857,2.771428571,1.537571429,0.018428571
observation1324,1,1,1,1,1,8.288888889,105.7777778,9.811111111,0.788888889,2.488888889,2.877777778,1.882888889,0.018888889
observation1325,1,0,1,1,0,8.6625,102,9.9,0.6125,2.025,2.625,1.53975,0.020125
observation1326,1,1,1,1,1,8.1875,98.375,10.9875,0.4375,2.2875,2.95,2.212375,0.01675
observation1327,1,0,0,1,0,8.685714286,103.1428571,10.94285714,0.457142857,2.214285714,0.914285714,1.634571429,0.012142857
observation1328,0,0,0,0,0,7.955555556,99.66666667,10.55555556,0.4,2.455555556,5.2,2.349555556,0.028111111
observation1329,1,1,1,1,0,8.4,98.33333333,9.783333333,0.416666667,1.9,1.066666667,1.6145,0.012666667
observation1330,0,1,0,0,0,7.9,424.5,10.35,4.65,8.5,3.6,11.8465,0.132
observation1331,0,0,0,0,0,7.45,353,9.5,2.1,5.4,3.6,6.3065,0.317
observation1332,1,1,0,0,0,7.55,317,8.85,3.65,5.9,20.6,9.209,0.2685
observation1333,0,1,0,0,0,7.8,257.375,9.625,1.875,5.2375,7.5,5.33575,0.0925
observation1334,0,0,0,0,0,7.675,352.875,10.6625,3.775,7.0125,7.2125,10.633125,0.14775
observation1335,0,0,0,0,0,7.942857143,325.8571429,9.971428571,1.028571429,4.485714286,2.585714286,5.728857143,0.045714286
observation1336,0,0,0,0,0,7.7375,355.25,10.7125,2.825,6.675,8.975,6.79775,0.080375
observation1337,0,0,0,0,0,7.8,399.1428571,9.685714286,1.257142857,4.785714286,10,6.649428571,0.074857143
observation1338,0,0,0,0,0,7.528571429,395.1428571,10.64285714,1.742857143,6.071428571,11.27142857,7.752571429,0.068714286
observation1339,0,0,0,0,0,7.8875,422.25,9.5375,1.575,4.8375,3.875,6.42,0.0725
observation1340,0,1,0,0,0,7.711111111,378.3333333,10.12222222,2.522222222,5.811111111,7.222222222,9.501666667,0.126111111
observation1341,0,1,0,0,0,7.822222222,426.8888889,9.377777778,1.466666667,4.755555556,1.788888889,7.365,0.053333333
observation1342,1,1,0,0,0,7.675,440.25,10.525,3.225,8.2125,3.725,9.44,0.085
observation1343,1,1,0,0,1,7.8875,391.25,9.825,1.0625,5.0875,2.5,7.230625,0.06
observation1344,1,0,1,0,1,8.55,187.875,10.3125,0.9625,2.8,1.875,2.062625,0.01325
observation1345,1,0,0,1,0,8.1,135,9.133333333,0.6,1.433333333,3.7,1.47,0.011666667
observation1346,0,0,1,1,1,8.366666667,185,9.911111111,0.811111111,2.466666667,2.777777778,1.663111111,0.023222222
observation1347,1,0,1,1,0,8.371428571,124.7142857,9.3,0.571428571,1.914285714,2.228571429,1.995428571,0.027714286
observation1348,1,1,0,1,0,8.4,207,13,2.55,5.05,5.5,4.0395,0.1075
observation1349,1,1,0,0,1,8.15,241,10.9,2.2,4.4,5.9,2.6975,0.0795
observation1350,1,1,0,0,0,8.7,235.5,13.3,1.95,4.65,5.2,2.336,0.046
observation1351,1,0,1,0,0,8.1,192,12.6,0.65,2.45,2.3,2.228,0.032
observation1352,1,0,1,0,0,8.4,218,15.55,1.45,3.9,4.2,2.401,0.0335
observation1353,1,1,1,1,0,7.8,229.5,10.1,0.85,2.45,2,2.212,0.0815
observation1354,1,1,0,0,0,8,255,11.1,2.95,6.5,26.1,2.048,0.0875
observation1355,1,0,0,0,0,8.2,305,10.4,2.2,3.4,3.4,2.2935,0.0615
observation1356,1,0,0,0,1,8.35,302,11.5,2.85,4.85,6.9,2.904,0.06
observation1357,1,0,1,0,0,7.9,360.5,11.3,2.5,4.45,5.4,2.331,0.0485
observation1358,1,1,0,0,1,7.85,363.5,11.95,2.2,5.8,9.6,5.482,0.056
observation1359,1,0,1,1,1,8.35,395.5,9.35,1.55,4.1,4,1.8705,0.0675
observation1360,1,1,0,0,0,8.55,311.5,12.3,3.05,6.6,19.7,2.43,0.1035
observation1361,1,1,0,0,1,7.85,302,11.45,0.85,3,3.3,2.5405,0.0445
observation1362,1,1,0,0,1,7.8,277.5,10.6,4.55,5.7,14.4,4.8845,0.1265
observation1363,1,0,0,0,1,7.5,283,9.35,1.4,4.6,4,3.2125,0.096
observation1364,0,1,0,0,0,8.45,295,12.7,4.45,5.55,4.4,2.928,0.062
observation1365,1,0,1,0,0,7.9,228,12.85,0.85,2.85,2.8,2.459,0.047
observation1366,0,1,0,0,0,8.1,274,12.7,4.35,5.1,5.5,2.9495,0.052
observation1367,1,0,1,0,0,7.8,278,9.55,1.05,3.3,4.5,2.625,0.066
observation1368,1,1,1,1,0,8.1,296.5,10.6,6.5,9.3,37.65,2.1755,0.133
observation1369,0,0,0,0,1,8.3,358,10.9,2.1,4.4,9.45,2.0755,0.038
observation1370,1,0,0,0,1,8.55,365,11.95,4.1,6.15,14.8,2.754,0.0805
observation1371,1,0,0,0,1,8.05,366.5,11.25,2.7,5.8,6.8,2.5625,0.0565
observation1372,1,0,0,0,0,7.85,382.5,11.8,3.3,6.95,15,3.7985,0.08
observation1373,1,0,0,1,1,8.05,404,8.85,3.35,6,8.05,2.5195,0.0635
observation1374,0,0,0,0,0,8.75,371,12,3.85,9.35,16.25,1.987,0.072
observation1375,0,1,0,0,0,7.55,360.5,9.45,1.6,4.2,20.65,3.1095,0.0905
observation1376,0,1,0,0,1,7.4625,304,10,1.0375,3.9625,1.45,1.559125,0.026
observation1377,1,0,0,0,0,7.816666667,262.1666667,8.15,0.666666667,2.966666667,1.566666667,1.582333333,0.032333333
observation1378,1,1,0,0,0,7.733333333,300.3333333,12.33333333,0.988888889,3.566666667,2.644444444,2.006777778,0.049222222
observation1379,1,0,0,0,0,7.628571429,284.1428571,10.85714286,1.5,3.628571429,8.128571429,1.900714286,0.064857143
observation1380,1,1,1,0,1,7.871428571,404.7142857,10.38571429,3.257142857,7.142857143,9.428571429,5.086285714,0.041142857
observation1381,1,1,0,0,1,7.742857143,506.4285714,7.585714286,3.814285714,6.914285714,7.514285714,7.949571429,0.059857143
observation1382,0,1,0,0,0,7.7125,440.25,12.85,2.5375,6.5,6.375,4.215,0.0675
observation1383,0,1,0,0,0,7.571428571,321.2857143,10.08571429,1.328571429,3.628571429,11.14285714,2.944571429,0.067
observation1384,1,1,0,0,1,8.025,296.5,11.1,2.875,6.6875,15.4625,4.474,0.11575
observation1385,0,0,0,0,0,7.8125,333.375,9.95,2.075,5.8375,9.35,3.93925,0.124625
observation1386,0,0,0,0,1,7.55,351.375,10.2125,3.4875,6.525,12.225,3.486375,0.0355
observation1387,1,0,1,0,1,7.9875,260.375,10.625,1.125,3.7625,6.8,3.108125,0.041
observation1388,0,1,0,0,1,7.325,319.375,11.1625,3.0625,5.9375,12.675,3.88075,0.055875
observation1389,1,0,0,0,0,7.4625,298.375,9.6125,1.3625,4.0625,6.2875,3.379,0.041375
observation1390,1,1,0,0,1,7.755555556,464,10.4,5.688888889,9.933333333,24.63333333,4.052666667,0.086777778
observation1391,1,0,0,0,1,8.1125,384.125,9.4,1.8875,5.425,16.6625,3.487375,0.037625
observation1392,1,0,1,1,1,7.888888889,439.8888889,10.55555556,3.7,6.355555556,15.64444444,4.347666667,0.078777778
observation1393,1,0,1,1,1,7.933333333,476.4444444,9.733333333,2.611111111,7.055555556,16.91111111,3.329777778,0.045888889
observation1394,1,1,1,1,1,8.05,373.625,10.4,2.5875,6.1125,11.4125,3.680125,0.044
observation1395,0,0,1,1,1,7.775,472.25,9.3875,2.0375,5.825,10,3.459125,0.04775
observation1396,1,0,1,1,1,8.311111111,516.6666667,9.922222222,2.955555556,7.3,15.11111111,4.253777778,0.059777778
observation1397,1,0,1,1,1,8.3,443.2857143,9.457142857,1.328571429,5.357142857,13.17142857,4.001142857,0.064571429
observation1398,0,0,1,1,1,7.866666667,367.4444444,10.35555556,1.766666667,5.388888889,13.57777778,3.786222222,0.058333333
observation1399,1,0,0,0,1,8.088888889,380.6666667,10.57777778,1.066666667,4.644444444,6.033333333,3.351888889,0.042111111
observation1400,1,1,1,1,1,8.3,408.2222222,10.41111111,3.333333333,7.722222222,20.62222222,3.439222222,0.075777778
observation1401,1,0,0,0,1,8.133333333,395.3333333,9.588888889,1.144444444,4.655555556,9.855555556,3.161444444,0.056111111
observation1402,0,1,0,0,1,8.475,397.125,10.2,1.8125,6.1375,18.65,3.578125,0.082875
observation1403,0,1,0,0,1,7.8125,324.625,9.7625,0.8,4.1875,17.075,3.24825,0.066375
observation1404,1,0,0,0,1,8.1375,335,10.05,1.6125,5.3625,11,3.092875,0.071
observation1405,0,1,0,0,0,7.9875,361.625,9.1125,1.15,5.5,57.1125,3.110875,0.146875
observation1406,0,1,0,0,0,8.322222222,100.8888889,10.8,0.655555556,2.466666667,1.266666667,3.381666667,0.027
observation1407,1,1,0,1,1,7.971428571,133.5714286,10.17142857,1.757142857,3.1,17.38571429,2.688714286,0.063285714
observation1408,0,0,0,1,0,7.877777778,171.3333333,9.288888889,1.022222222,2.722222222,11.12222222,4.011111111,0.072555556
observation1409,0,0,0,0,0,7.933333333,149.8888889,9.155555556,0.777777778,1.933333333,0.888888889,5.004,0.037666667
observation1410,0,1,0,0,0,8.5,278.5,11.85,5.2,8,14.1,4.121,0.0655
observation1411,0,0,0,0,0,8.35,466,8.8,1.6,5.05,10.9,3.1355,0.044
observation1412,1,1,0,0,1,8.65,361,10.5,2.7,7.35,19.1,2.982,0.106
observation1413,1,1,0,0,1,7.85,267.5,10.05,1.85,5.35,33.7,2.75,0.115
observation1414,1,1,0,0,0,7.35,373.5,8.55,9.55,15.3,30.4,9.1045,0.2495
